DiffLemmas,DiffPOS,bigramsEntropy,trigramsEntropy,readabilityMeasure,NumberOfUniqueWordsby1/freq,AvgUniqueness,percentageOfRepeatedWords,theUniquenessLvlOfTheRepeatedSongs,avg_word_similarity_hebrew,word_similarity_large,MappedStyle
117,10,7.242004534,7.297225355,17.55,23,1063135.332,2.222222222,1528.469,0.303164661,0.85707223,5
157,11,7.888411287,7.942500481,10.545,28,494318.281,2.611940299,413924.114,0.441074908,0.8687198,5
181,12,8.169392702,8.290965458,190.225,31,1636309.157,1.754385965,34241.428,0.297448933,0.86314166,5
185,12,8.065865938,8.099301733,73.025,42,1515938.488,1.433691756,97.623,0.394903302,0.8591421,5
107,12,7.373221616,7.512669028,43.895,17,601513.413,1.515151515,85003.535,0.314306021,0.86015064,5
56,9,5.975418018,6.203176028,15.555,4,594082.969,2.352941176,56560.673,0.383216351,0.87476,5
84,9,6.873474141,7.109139093,7.93,12,617469.216,2.808988764,1152447.428,0.408307433,0.8627677,5
86,8,6.723557262,6.827590873,19.515,10,498136.361,0.826446281,49.02,0.310935527,0.86557615,5
91,13,6.718857798,6.848770124,12.625,12,1516710.133,0,0,0.314088047,0.86161596,5
84,11,6.655105401,6.726663274,92.16,18,2093217.591,1.973684211,77808.253,0.408290356,0.8570856,5
152,14,7.696478105,7.903210517,150.685,12,199313.126,3.333333333,27759.723,0.273107558,0.86442345,5
210,12,8.252712541,8.30568768,42.52,74,2615929.27,2.209944751,34445.254,0.38870737,0.85584116,5
99,12,7.007038229,7.07210614,19.45,7,227354.247,2.097902098,33451.412,0.308181375,0.8648219,5
40,8,5.383207506,5.800032311,36.215,3,209934.354,6.451612903,221489.432,0.420751482,0.8656438,5
96,12,6.711013161,7.080571032,99.915,10,728156.173,3.314917127,9271.894,0.39991045,0.8715543,5
176,13,7.917695451,7.993669826,15.76,43,862064.897,1.5625,100455.465,0.391951412,0.86276716,5
82,9,6.636786692,6.704083809,65.23,10,2310823.416,0.917431193,53.763,0.432000667,0.85696346,5
78,10,6.579003562,6.60385619,59.215,9,1091507.425,1.960784314,142.721,0.536527872,0.8651502,5
85,10,6.596878315,6.76727051,83.61,24,1305104.897,5.031446541,155729.432,0.324562818,0.8671245,5
52,9,5.206932151,5.536376509,37.5,13,1386897.716,2.898550725,74012.095,0.462499768,0.87994653,5
81,11,6.79683801,6.929660876,71.685,24,2181508.379,2.34375,10632.292,0.343031198,0.8609975,5
157,12,7.806890596,7.8171848,35.735,11,166371.88,0.829875519,101.337,0.320664972,0.86445403,5
187,13,8.104803864,8.134402092,20.705,59,2860133.579,1.730103806,23608.653,0.309351832,0.8595912,5
269,12,8.913764732,8.98618085,34.345,52,1103507.222,2.281368821,1469.279,0.306340218,0.8627997,5
42,8,5.840223929,5.882643049,11.095,3,1024375.946,1.639344262,165.837,0.376804292,0.8702073,5
165,12,7.654188966,7.868767689,161.24,42,825213.171,3.06122449,41603.956,0.280795395,0.85649097,5
107,12,7.173761742,7.304905486,22.07,22,1253173.754,2.18579235,2978.611,0.376819909,0.86595684,5
118,13,7.261290895,7.372462482,105.995,17,598911.757,2.830188679,31475.304,0.300026953,0.863223,5
67,10,6.386489202,6.527089676,6.57,10,1147291.161,6.569343066,1360.488,0.352724463,0.87404054,5
175,13,8.076646452,8.186478574,23.135,31,1455483.942,2.523659306,142709.094,0.329622477,0.8694162,5
163,10,7.632411271,7.768958559,15.695,51,1337875.977,3.333333333,274091.9,0.277066499,0.86182976,5
126,12,7.385300896,7.474722646,131.1,25,1095503.145,1.435406699,1047.042,0.298520386,0.8640997,5
127,10,7.435617565,7.524817963,7.9,27,478253.318,1.904761905,11596.056,0.312132031,0.86083245,5
98,10,6.24772511,6.633915019,76.6,7,199943.957,3.103448276,43299.055,0.396823406,0.87383926,5
78,9,6.533312256,6.539158811,44.445,15,2005350.537,0,0,0.513198793,0.8551292,5
143,12,7.586384551,7.760363982,19.685,20,791071.733,2.5,16293.868,0.385880649,0.86224025,5
110,10,7.334100031,7.469630874,9.17,28,2140192.895,1.648351648,2240.419,0.327913254,0.8640077,5
199,11,8.033571958,8.259048525,49,15,518956.249,3.140096618,17367.416,0.285117239,0.8687676,5
141,13,7.404569473,7.541821078,10.82,18,1138172.323,2.714932127,9107.715,0.301228106,0.86503756,5
96,12,7.008573492,7.209964274,11.56,15,477886.811,1.754385965,3647.827,0.290269315,0.86286855,5
59,11,6.320681036,6.561614852,85.785,5,272209.114,3.053435115,4395.499,0.434029192,0.86886287,5
119,13,7.15785095,7.376075261,19.855,21,562874.452,1.746724891,50091.917,0.29531312,0.8644287,5
71,8,6.557495134,6.797802295,6.255,19,1784462.258,2.586206897,235982.627,0.430168033,0.85603666,5
102,8,7.032780232,7.121928095,77.31,12,828153.826,0.617283951,147.929,0.395313621,0.8664007,5
68,8,6.59796306,6.696729921,3.96,20,858154.138,3.278688525,480324.96,0.439719468,0.86509204,5
45,6,5.542918391,6.088308173,69.99,13,824663.501,5.050505051,129344.22,0.416339338,0.8668947,5
110,11,7.457622531,7.57216786,36.78,28,608260.476,3.738317757,18965.961,0.275589079,0.85804856,5
34,6,6.080992659,6.755740872,97.11,2,160975.338,6.091370558,62993.986,0.465462118,0.8721841,5
103,13,7.160907026,7.256960282,93.185,18,798019.699,3.910614525,18745.416,0.396999449,0.86441016,5
97,12,6.918136231,7.080773682,10.62,23,318249.377,0.512820513,49.02,0.285763681,0.85847884,5
96,8,7.201884514,7.298357778,42.025,13,1251068.861,2.873563218,2544.977,0.409831822,0.87176055,5
93,9,6.966748106,7.061387116,27.615,14,656230.604,2.127659574,120.457,0.32845369,0.868202,5
88,11,6.844397595,6.882643049,58.89,27,2046192.112,0,0,0.324966818,0.8618404,5
75,9,6.589443437,6.821790807,21.275,13,1163064.204,4.117647059,14799.929,0.37231195,0.86763734,5
61,12,5.865535646,6.085370168,6.44,11,1852733.352,5.833333333,190336.939,0.441875547,0.861712,5
99,14,7.352869758,7.428353969,99.955,15,933112.539,1.694915254,83712.917,0.320350081,0.86907077,5
41,6,5.51750878,5.741363816,36.4,15,3963558.827,2.941176471,34541.17,0.390961617,0.85493696,5
80,7,6.385201113,6.542990765,17.345,48,5622900.486,2.898550725,1857350.611,0.456764847,0.85451454,5
197,12,8.245211458,8.342451686,21.615,38,1040632.617,2.958579882,19367.645,0.380564511,0.86391073,5
154,12,7.812315498,8.137011743,15.99,47,1352922.726,2.43902439,536.168,0.293393731,0.86462224,5
168,11,7.875347539,7.976536952,152.99,70,2438022.677,0.37037037,49.02,0.306775093,0.8548383,5
216,12,8.352776123,8.47518643,25.285,15,274216.705,2.486187845,4575.515,0.314353913,0.8658768,5
175,11,8.179474019,8.332891798,19.96,51,1175979.334,2.179836512,113685.064,0.28860113,0.8585608,5
62,10,5.555244474,5.938972645,87.805,53,1582224.071,2.298850575,1123573.696,0.407013476,0.86609715,5
86,7,6.894454883,6.972936655,11.98,22,2466453.669,0.775193798,1512.859,0.405930519,0.85876447,5
97,11,6.799998519,6.92779897,7.175,12,316743.23,4.117647059,7412.855,0.308979511,0.86527026,5
73,10,6.808009493,6.984769619,10.23,14,971220.845,1.948051948,2374.876,0.292213351,0.8697221,5
139,11,7.713984272,7.787114525,21.2,28,1336528.625,1.321585903,339.954,0.311251849,0.8678282,5
59,6,6.163029614,6.373108718,59.83,15,1765078.574,3.03030303,100283.273,0.415828586,0.853636,5
91,10,6.891923673,6.949784285,78.015,17,963376.31,0,0,0.289105892,0.8677774,5
125,12,7.388995623,7.581476495,13.4,40,1415330.672,2.597402597,916222.34,0.29731068,0.8650846,5
128,11,7.087976202,7.231989102,21.41,25,1002111.648,4.526748971,18888.374,0.373652965,0.8614339,5
25,8,4.938997732,5.122798895,22.8,8,5207659.811,2.5,204081.633,0.445118427,0.8592205,4
120,8,7.337241049,7.392317423,10.62,16,1058372.987,0.588235294,147.929,0.434056848,0.86188257,4
74,10,6.517438615,6.543295834,58.685,4,371741.615,0,0,0.439517349,0.8685937,4
49,7,6.00542019,6.155399312,42.535,3,494772.218,2.631578947,1256.43,0.488623738,0.86808455,4
69,8,6.314954063,6.437868851,63,7,225834.176,1.869158879,4634.387,0.384902269,0.8692801,4
34,8,5.469482469,5.523561956,27.235,5,1903167.181,0,0,0.341657192,0.8675041,4
29,9,4.864580576,5.143983304,21.755,12,2921400.572,6.451612903,253635.651,0.410864681,0.8624073,4
69,8,6.585055103,6.6282481,52.25,4,687159.723,1.904761905,60148.51,0.397901744,0.86725885,4
35,7,5.678665837,6.035276898,43.51,5,1496912.695,2.5,1721.505,0.46101892,0.8687441,4
25,6,4.920661547,5.174823786,33.085,7,2033431.41,5.084745763,4645.249,0.482448459,0.8696521,4
41,9,5.548394346,5.814846439,40.4,7,2876695.45,3.278688525,174409.078,0.433809847,0.8623465,4
22,10,4.479503224,4.710220373,37.2,1,14451.414,9.638554217,13812.08,0.469792336,0.8858253,4
60,9,6.076369941,6.118698201,56.75,1,76940.875,1.801801802,209.968,0.401658207,0.86606306,4
54,9,6.07214016,6.07953895,39,4,465380.677,1.408450704,147.929,0.415979147,0.8623389,4
31,7,4.911758105,5.294964024,39.595,0,27553.881,5.194805195,9507.84,0.456429094,0.8788355,4
51,9,6.323938206,6.436704346,48.175,3,90669.369,1.111111111,49.02,0.485248506,0.8690527,4
51,10,5.848744744,5.857980995,9.165,12,1075358.213,0,0,0.439932585,0.85862136,4
42,9,5.65625,5.786803733,31.5,1,864671.816,0,0,0.413807184,0.8648387,4
74,9,6.486538253,6.561241191,5.755,44,5875076.122,6.106870229,9848884.215,0.307831794,0.85644144,4
53,7,5.991698346,6.142319139,41.735,1,56980.349,1.204819277,281.69,0.404396594,0.8729233,4
42,8,5.469482469,5.480083695,29.7,2,73035.66,0,0,0.453254759,0.86449736,4
45,8,5.500870816,5.639011262,4.98,2,77891.926,6.329113924,74840.258,0.488480508,0.86690634,4
61,11,6.241084571,6.271928095,42.75,1,73777.22,0,0,0.417187482,0.86877686,4
40,9,5.721198464,5.950674338,43.55,4,122096.869,4.210526316,612.697,0.476915956,0.88251126,4
39,8,5.090615696,5.202987572,39.745,5,284766.33,6.666666667,20841.985,0.432967931,0.8650496,4
39,9,5.338088164,5.448521099,5.77,5,259998.308,3.846153846,10337.883,0.391175449,0.86497676,4
44,8,5.67087388,5.700711588,36.41,2,344089.083,2.777777778,356.955,0.37399137,0.87691647,4
41,8,5.371332795,5.551821694,40.725,7,993989.963,5,10453.209,0.440611333,0.8750601,4
53,8,5.971268521,6.116348566,8.58,6,320313.249,1.282051282,5235.602,0.449957937,0.8728412,4
28,7,5.221928095,5.234120168,20.765,1,86901.404,2.43902439,131.752,0.354606628,0.87261933,4
66,9,6.315273289,6.320888851,46.785,6,313777.497,1.162790698,632.911,0.351163149,0.8636273,4
58,8,6.145235429,6.254557504,65.09,21,2688596.803,0,0,0.418046772,0.85792375,4
107,12,6.917989098,7.016546811,91.21,31,2512835.462,2.380952381,12918531.15,0.428216606,0.85878855,4
62,11,6.532076497,6.601501619,8.245,8,1045732.333,2.857142857,533.014,0.356598377,0.8713688,4
62,9,6.230461118,6.308771517,42.715,4,338547.822,1.19047619,952.381,0.410028577,0.87142545,4
60,9,6.266036398,6.314075319,52.6,2,287981.274,0,0,0.453792155,0.87388104,4
37,9,5.538944619,5.700212065,29.25,0,37199.149,3.448275862,552.356,0.477870464,0.8774538,4
58,9,6.115161412,6.244685054,48.575,3,244066.254,1.149425287,632.911,0.394420713,0.86752504,4
35,7,5.562733898,5.623516641,21.4,3,223786.943,1.851851852,49.02,0.403647512,0.86694986,4
42,8,5.793549296,5.955098229,1.85,3,338873.729,3.797468354,3766.947,0.315896481,0.87676406,4
70,12,6.365949098,6.515935868,11.975,15,1303580.87,3.100775194,15589.554,0.435508251,0.86576355,4
49,6,5.822253841,5.844869406,56.43,19,993984.99,1.136363636,147.929,0.438364476,0.8598964,4
67,8,6.233703457,6.273748515,77.31,6,88216.916,1.398601399,6661.64,0.423307419,0.8705324,4
52,7,5.488114212,5.731204981,56.29,8,272882.981,5.050505051,4633.672,0.431378156,0.8684501,4
66,10,6.432235909,6.485902344,57.19,9,361055.127,1.020408163,98039.216,0.45296365,0.86786205,4
27,7,5.339768805,5.539976567,30.425,2,128476.434,1.886792453,3891.051,0.419181377,0.87233794,4
38,8,5.546859421,5.616874606,38.7,4,307962.012,1.428571429,104.712,0.430895001,0.87155455,4
78,10,6.59049328,6.631632762,69.23,5,150589.102,0.81300813,61.728,0.418633789,0.8712979,4
52,9,5.90625,5.91378786,11.115,5,311452.775,0,0,0.361029774,0.87111753,4
19,6,4.862575938,5,18.485,0,10669.668,2.941176471,1000,0.520535767,0.8770641,4
45,9,5.658108152,5.985865883,5.79,3,497360.209,5.681818182,622.261,0.47043702,0.87821877,4
51,7,6.086591668,6.093409091,41.54,7,633754.091,0,0,0.426120937,0.86391073,4
84,9,6.606983198,6.670141984,69.425,20,387687.662,0.763358779,1381215.47,0.426823914,0.86570966,4
57,9,6.20844445,6.310373435,76.825,15,1261657.292,3.305785124,1513.35,0.413214356,0.87113076,4
73,10,6.709784285,6.760647923,74.665,7,521809.983,1.587301587,2011.401,0.443879068,0.87026,4
51,6,5.86812522,5.891743877,44.7,3,157568.098,0,0,0.406712055,0.868582,4
53,8,6.003350937,6.033020307,40.15,3,86966.814,1.265822785,147.929,0.421153814,0.86943406,4
60,8,6.162492001,6.253147837,48.015,4,201088.75,0,0,0.41332221,0.86428636,4
40,8,5.64385619,5.614709844,30.755,4,397423.042,0,0,0.340275884,0.866095,4
64,9,6.206896485,6.361437538,4.925,7,231385.87,3.883495146,244.399,0.408807844,0.866364,4
49,7,6.00542019,6.101345258,40.535,2,88067.169,1.315789474,281.69,0.403820187,0.87078726,4
66,8,6.267771069,6.455582945,55.425,3,178698.535,1.01010101,53763.441,0.453201383,0.8666783,4
62,9,6.499795641,6.54385619,56.09,1,104324.095,0.980392157,131.752,0.424134135,0.8698332,4
64,7,6.501822826,6.50779464,25.305,28,4703420.157,1.075268817,490.196,0.506847024,0.8683143,4
59,8,6.14974712,6.129283017,8.95,24,2276279.925,0,0,0.508859277,0.8533756,4
48,7,5.930060121,6,37.64,7,538103.563,1.515151515,93457.944,0.474094778,0.85968786,4
53,8,5.993237149,6.080235518,39.605,1,83619.687,1.333333333,49.02,0.452618241,0.8707986,4
41,8,5.755057701,5.857422117,5.51,4,637470.127,0,0,0.327212662,0.8659655,4
53,7,6.049502684,6.192798651,44.61,6,652151.181,1.19047619,49.02,0.42250818,0.868582,4
51,9,5.885129041,5.888454696,13.505,8,417491.365,1.333333333,436.681,0.484757453,0.86287934,4
56,7,6.001706156,6.0936981,57.35,1,64828.564,1.904761905,171.709,0.447453201,0.87283456,4
42,7,5.572091077,5.66683403,39.005,7,2299112.134,0,0,0.364212036,0.8614148,4
66,10,6.419560472,6.477109724,59.16,4,183885.687,1.818181818,90.386,0.40638113,0.87137485,4
16,4,4.573494538,5.178508855,33.355,16,543136.17,4,741928.075,0.473181009,0.87331575,4
50,7,6.10202169,6.145198129,46.07,13,1476054.197,0,0,0.448524922,0.85888344,4
67,7,6.24095326,6.244058376,50.715,12,846728.07,0,0,0.421833962,0.8628658,4
58,9,6.202514925,6.285402219,47.86,2,1212958.705,1.25,436.681,0.471343964,0.8650432,4
30,7,4.900711588,5.180988225,33.28,1,79070.987,2.816901408,35700.227,0.493387699,0.8792674,4
90,10,6.783906789,6.867054274,11.29,6,439247.863,2.631578947,2327.416,0.333915919,0.86908853,4
27,7,4.789015478,4.807354922,18.32,5,1378201.252,0,0,0.392617822,0.8584268,4
36,10,5.60385619,5.614709844,13.07,4,213108.774,0,0,0.344569802,0.87113625,4
45,8,6.009686905,6.183457383,10.12,0,35682.335,7.299270073,32065.747,0.473201036,0.8815885,4
30,8,4.889199419,5.195576153,4.25,6,2777074.402,6.52173913,14871.288,0.54212606,0.86375326,4
58,8,6.063744719,6.187492001,44.06,6,1387481.696,2.43902439,2210.717,0.495930821,0.8722395,4
61,8,6.217327077,6.31366069,75,11,988891.564,1.960784314,6039.023,0.419988573,0.86001354,4
53,10,6.115161412,6.221155642,45.5,0,33509.128,2.298850575,81061.787,0.409613609,0.86970633,4
70,10,6.329201806,6.421398666,10.795,5,129007.97,4.724409449,6261.187,0.453116715,0.8665079,4
24,7,4.759064585,4.930473992,30.155,4,834092.379,5.454545455,3837.678,0.499674678,0.8755445,4
38,9,5.541794429,5.819704483,48.775,0,43309.228,4.255319149,70890.679,0.434690952,0.874272,4
38,8,5.623516641,5.672425342,30.425,3,897786.771,1.886792453,281.69,0.382912725,0.8730901,4
50,5,5.987555518,6.158171961,44.275,7,207530.002,1.176470588,162074.554,0.41949892,0.86401707,9
58,8,6.199406906,6.315273289,5.38,5,253296.595,2.298850575,55.374,0.464485019,0.872139,9
98,11,6.770564356,6.827939866,48.175,22,354734.53,1.796407186,21926.996,0.427374482,0.86636454,9
65,7,6.268288892,6.53376721,62.35,5,110851.206,3.47826087,514.275,0.405542403,0.8741085,9
53,8,6.022731579,6.300280445,50.85,3,1042920.584,5.154639175,4118.607,0.435176969,0.8755678,9
94,8,6.968718391,7.142413422,19.99,21,1937160.502,3.06122449,104567.354,0.361116081,0.868811,9
32,8,5.31610894,5.454086986,30.55,5,1098148.57,1.754385965,281.69,0.493951857,0.8738821,9
42,7,5.299000467,5.42611047,32.69,14,440931.769,5.681818182,1084664.742,0.450444341,0.86045295,9
56,7,6.005721817,6.197475,50.515,3,141870.539,3.191489362,22866.276,0.413026869,0.8630602,9
68,10,6.408884447,6.435549713,54.885,5,440299.212,1.785714286,6936.942,0.429482579,0.87180436,9
88,8,6.893734018,6.930737338,72.46,4,226191.272,0.806451613,347222.222,0.305191368,0.86241704,9
114,11,7.368462648,7.515920268,84.985,9,1203219.774,1.570680628,3715.228,0.297030509,0.8656928,9
89,10,6.921875,6.941440592,66.685,7,702711.277,1.550387597,98.474,0.432138294,0.86734474,9
58,10,6.439928084,6.550987554,5.195,21,4339055.875,0.925925926,281.69,0.461266577,0.86282915,9
56,8,6.03856294,6.27829715,55.09,5,379439.378,3.96039604,9325.204,0.416565061,0.8673182,9
54,10,5.81099197,6.129841101,11.9,8,696781.346,4.838709677,43483.338,0.467995316,0.875959,9
51,10,6.028639312,6.036238444,7.135,4,1970207.45,0,0,0.462761223,0.8747487,9
57,10,6.198801097,6.240812515,9.855,4,641148.11,1.265822785,251.256,0.467681617,0.86370987,9
75,9,6.527750345,6.533312256,59.345,8,193442.238,0,0,0.386780769,0.857529,9
40,7,5.8415398,6.155579068,48.025,4,420782.014,4.347826087,6164.257,0.434159726,0.8716409,9
36,8,5.063000168,5.236368984,4.085,7,822500.08,3.571428571,24027.726,0.509493828,0.86297166,9
114,11,7.11637796,7.238857134,94.435,9,421355.348,2.51572327,19827.034,0.337168932,0.86439395,9
105,10,7.089996008,7.126620375,69.855,6,286352.201,2.068965517,326.483,0.360238165,0.869429,9
81,12,6.754020389,6.831795592,18.56,8,288138.523,1.666666667,121.976,0.405450433,0.8638386,9
73,10,6.573893518,6.599912842,54.73,7,252501.937,1.01010101,61.728,0.424948752,0.8682848,9
92,10,6.91530486,7.037571142,10.375,13,3120704.863,4.545454545,11906090.02,0.328888416,0.8674347,9
57,7,5.854877847,5.998990244,47.07,4,613768.289,3.614457831,1642.596,0.428748548,0.8640837,9
72,11,6.380504107,6.436605434,53.84,4,433519.076,1.063829787,86956.522,0.470925033,0.86897594,9
35,7,5.073684179,5.42141405,30.82,4,195509.502,4.615384615,4731.874,0.448250145,0.87016696,9
49,11,5.924969207,6.076747195,50.885,3,519860.03,1.098901099,5000,0.40828234,0.8686582,9
60,10,6.207677244,6.293655245,49.65,7,1234188.01,2.352941176,2927.171,0.421797037,0.86734915,9
62,8,6.182838116,6.188864463,45.81,7,297933.632,1.265822785,104.712,0.486569226,0.86228585,9
97,9,6.881033821,6.931890713,82.44,6,127719.551,0.709219858,147.929,0.312777966,0.86043566,9
63,9,6.481255368,6.564129167,64.14,12,1027713.527,3.06122449,36234.947,0.482538044,0.8575203,9
99,9,7.261935322,7.338847983,10.31,6,143098.564,1.734104046,100.554,0.437095881,0.8708253,9
57,9,6.041689322,6.151119972,50.96,10,1085460.798,2.127659574,3193.681,0.402240932,0.86331266,9
88,10,6.975056181,7.007075181,16.14,4,210597.817,0.714285714,147.929,0.461499274,0.87348056,9
62,11,6.254487092,6.345653019,51.94,2,157902.409,0,0,0.428174734,0.8728983,9
33,8,5.232158891,5.333241499,22.325,4,779496.758,2.222222222,7092.199,0.409190893,0.8689219,9
53,7,5.359607714,5.821441945,66.285,6,306775.941,5.633802817,5649.756,0.431220025,0.87726897,9
46,9,5.857133967,5.953485028,7.51,5,923731.368,0,0,0.356104642,0.86129856,9
115,10,7.172522387,7.233190293,113.935,5,159400.019,1.639344262,19710.847,0.311256766,0.8665459,9
64,7,6.384376086,6.388621177,10.885,8,1485733.47,0,0,0.423790008,0.8614501,9
71,7,6.26903517,6.328000967,50.25,2,102916.09,1.123595506,251256.281,0.418158799,0.859795,9
122,13,7.350125552,7.462885014,112.015,21,1228801.277,2.212389381,320.341,0.307376146,0.8631429,4
90,10,6.814718017,6.895778842,85.34,27,3763535.529,0.709219858,125944.584,0.43943733,0.8562642,4
76,8,6.632818384,6.699331947,4.84,9,380213.39,1.818181818,386.829,0.445391446,0.8727867,4
72,10,6.700356821,6.795536621,6.33,2,99236.318,1.680672269,171.709,0.430282712,0.86961603,4
60,9,6.169925001,6.14974712,49.1,11,2263664.382,0,0,0.477989793,0.85633284,4
66,7,6.209431619,6.25903545,53.44,7,1147055.504,0,0,0.465354472,0.8644645,4
86,10,6.730100676,6.784894634,66.88,17,2210599.642,0.840336134,478.469,0.342502892,0.86701226,4
87,10,6.739951759,6.911551232,7.31,5,445720.422,3.448275862,782.787,0.410485476,0.87366694,4
45,9,5.773280047,5.853190671,39.625,4,151209.685,1.282051282,49.02,0.43610847,0.8676247,4
47,8,5.929302731,6.006387698,41.95,5,534728.28,0,0,0.403938353,0.8656012,4
87,11,6.67374955,6.830841904,81.14,5,217113.18,4.597701149,2563.692,0.414396852,0.8740406,4
84,9,6.64385619,6.62935662,51.205,17,1297350.255,0.99009901,49.02,0.459545821,0.858736,4
54,10,6.234895765,6.36385619,48.175,1,47025.157,2.941176471,153.638,0.439710855,0.8777656,4
46,8,5.603955094,5.820966639,48.81,7,1746632.72,3.571428571,11851.543,0.436622053,0.8731547,4
40,9,5.499363804,5.937640059,73.455,15,3472491.762,3.603603604,8766.066,0.417048544,0.869549,4
70,8,6.479993661,6.52385619,58.815,18,1636697.098,0.980392157,436.681,0.494949937,0.8590141,4
78,9,6.519597621,6.56385619,63.775,14,981313.313,0.980392157,49.02,0.423712313,0.85854346,4
55,9,5.930060121,5.9375,35.95,6,2047989.806,0,0,0.429313064,0.86637235,4
49,9,5.942917858,6.043553707,47.265,9,2165676.612,0,0,0.448717803,0.86454135,4
73,12,6.445485949,6.526177691,28.835,4,315582.789,2.654867257,168320.106,0.419716358,0.8587003,4
55,11,6.101249103,6.182838116,44.875,4,183035.063,0,0,0.431120485,0.86574125,4
21,6,4.706890596,4.720049961,18.05,0,48698.663,0,0,0.456926584,0.8675185,4
79,9,6.5614504,6.57431823,88.33,17,772713.507,2,280.856,0.34597522,0.8676108,4
43,9,5.629796993,5.690184606,32.925,3,1480471.351,0,0,0.357402354,0.8706643,4
93,10,6.90999418,6.930737338,71.555,9,578916.828,0.806451613,61.728,0.384434283,0.87062716,4
57,9,6.166223347,6.289205511,62.1,3,166773.104,0.869565217,49.02,0.438297659,0.87362397,4
63,8,6.182229264,6.242369899,5.075,5,459105.112,1.941747573,121.976,0.425846487,0.8675417,4
63,10,6.022731579,6.309277845,59.835,10,1281565.866,2.06185567,1583.855,0.441631466,0.8710391,4
84,8,6.88155701,6.902334312,29.91,14,938381.295,0,0,0.394621938,0.86455953,4
66,10,6.399835819,6.459431619,48.97,7,1281056.994,3.333333333,574.172,0.435944796,0.86909026,4
59,8,6.013078208,6.207469804,48.015,12,568218.296,3.125,1479.982,0.477963716,0.8612917,4
52,9,5.769618196,5.952479554,14.335,7,158336.5,7.37704918,278079.608,0.430523962,0.872429,4
67,8,6.368507899,6.375039431,50.805,8,549313.239,1.176470588,147.929,0.44113186,0.8658043,4
71,12,6.530624521,6.807866768,25.26,8,133739.696,5.641025641,228736.562,0.41804716,0.8768055,4
58,9,6.273269804,6.32684666,29.5,15,3691498.194,1.176470588,30211.48,0.43384251,0.8648919,4
64,9,6.24946028,6.278653889,33.085,6,385283.034,0,0,0.365458399,0.86778134,4
55,9,5.964433715,6.149837877,55.915,8,453608.092,4.273504274,9962.561,0.431310356,0.87060225,4
133,11,7.504770877,7.50779464,17.495,7,251107.382,1.630434783,158.39,0.306084722,0.8648441,4
66,8,6.40875844,6.520721393,54.63,10,2012422.037,1.98019802,347.09,0.454213351,0.86208326,4
54,8,5.846111674,5.935490761,43.285,4,259518.735,0,0,0.415549874,0.8716501,4
82,10,6.863736339,6.97340807,89.725,6,704095.541,2.89017341,561.152,0.393582344,0.8748038,4
47,8,5.984769619,6.06881869,35.07,5,313823.001,0,0,0.431350559,0.8755916,4
57,7,5.944231865,6.005470457,61.155,22,1366143.608,2.173913043,1797.559,0.429492563,0.85981756,4
60,9,6.393488371,6.448205873,48.54,8,699610.684,2.083333333,270.099,0.414663672,0.87333494,4
68,8,6.596652497,6.722966879,79.745,9,530124.757,2.666666667,2381.072,0.459239632,0.8773941,4
56,8,5.964996008,6.037071063,39,4,986144.404,0,0,0.448271632,0.86475146,4
81,9,6.593800244,6.728117538,72.675,8,608331.433,0.680272109,49.02,0.40798077,0.87445116,4
64,8,6.351298994,6.512123488,59.08,5,393295.403,1.941747573,313.199,0.448160648,0.868202,4
78,8,6.62366592,6.745170716,62.79,3,181532.275,1.724137931,104.829,0.419948846,0.8700424,4
67,10,6.494296344,6.599360305,65.685,4,1089929.344,0.847457627,61.728,0.389146954,0.8746999,4
83,10,6.803160758,6.856890596,75.055,10,436221.577,1.639344262,128.33,0.337026179,0.8634752,4
97,9,6.818497789,6.922253843,107.94,11,194380.94,2.717391304,3142.736,0.418934584,0.8698962,4
36,10,5.390971123,5.508870634,31.94,9,1277473.149,3.636363636,173635.621,0.466265887,0.8757559,4
66,11,6.301775839,6.36385619,54.835,2,97875.474,0,0,0.440304458,0.8674937,4
60,9,6.439624745,6.540972225,9.965,3,374803.517,2.564102564,40321.988,0.407597154,0.8749266,4
61,10,6.222120139,6.459910771,72.55,11,718246.844,5.303030303,4807.146,0.425395578,0.86766,4
77,8,6.601176371,6.654638108,68.83,7,313739.308,0.763358779,104.712,0.425814658,0.86931014,4
83,8,6.504604142,6.530057719,68.345,9,1000495.823,0.847457627,61.728,0.370103121,0.867163,4
67,8,6.473642623,6.567179816,19.35,4,148896.855,3.448275862,11711.742,0.438798279,0.87496763,4
57,10,6.447538438,6.553485354,51.005,3,685886.634,1,61.728,0.447176337,0.8756124,4
69,9,6.247981794,6.324309455,73.855,11,563181.702,2.877697842,3387.681,0.301926821,0.8683103,4
97,12,6.930647792,6.980818359,6.21,11,374541.892,0.641025641,131.752,0.391270548,0.865926,4
54,8,6.139575851,6.288008494,12.105,7,445321.735,1.869158879,26208.875,0.464335442,0.87213475,4
71,8,6.690710446,6.735009767,8.97,10,1462079.819,2.542372881,920.038,0.419560671,0.8706741,4
45,9,5.727642471,5.780948134,30.165,1,63951.959,0,0,0.350331426,0.87591445,4
37,7,5.321928095,5.285402219,23.88,3,890028.873,0,0,0.388174564,0.859173,4
44,8,5.700439718,5.672425342,33.715,13,1811867.79,0,0,0.539637983,0.8611056,4
49,7,5.965269974,6.044394119,37.85,1,256470.231,0,0,0.45975101,0.8714574,4
